0.0	0.0
-0.0544	-1.588462
-0.1088	-3.177279
-0.1632	-4.764412
-0.2176	-6.349759
-0.272	-7.93322
-0.3264	-9.514693
-0.3808	-11.094075
-0.4352	-12.671274
-0.4896	-14.246193
-0.544	-15.818728
-0.5984	-17.38879
-0.6528	-18.760359
-0.7072	-19.602229
-0.7616	-20.24048
-0.816	-21.128811
-0.8704	-22.031399
-0.9248	-23.008337
-0.9792	-23.798268
-1.0336	-24.737021
-1.088	-25.632004
-1.1424	-26.581758
-1.1968	-27.437072
-1.2512	-28.356353
-1.3056	-28.859271
-1.36	-29.547046
-1.3056	-28.629825
-1.2512	-27.542542
-1.1968	-26.459189
-1.1424	-25.379908
-1.088	-24.304861
-1.0336	-23.23422
-0.9792	-22.168177
-0.9248	-21.10697
-0.8704	-20.050595
-0.816	-18.974623
-0.7616	-17.888925
-0.7072	-16.782007
-0.6528	-15.659683
-0.5984	-14.515362
-0.544	-13.320988
-0.4896	-12.064991
-0.4352	-10.765201
-0.3808	-9.401214
-0.3264	-7.966803
-0.272	-6.444856
-0.2176	-4.874834
-0.1632	-3.314488
-0.1088	-1.764557
-0.0544	-0.226019
0.0	1.294371
0.0544	2.797124
0.1088	4.284069
0.1632	5.753992
0.2176	7.205232
0.272	8.645682
0.3264	10.168854
0.3808	11.732513
0.4352	13.307776
0.4896	14.880405
0.544	16.450283
0.5984	17.888824
0.6528	18.694295
0.7072	19.326537
0.7616	20.337387
0.816	21.292302
0.8704	22.338228
0.9248	23.153558
0.9792	24.046744
1.0336	24.961818
1.088	25.850567
1.1424	26.775353
1.1968	27.659336
1.2512	28.399253
1.3056	28.999737
1.36	29.254068
1.3056	28.620546
1.2512	27.566293
1.1968	26.504162
1.1424	25.443427
1.088	24.386674
1.0336	23.334062
0.9792	22.285761
0.9248	21.241966
0.8704	20.202919
0.816	19.150738
0.7616	18.088666
0.7072	17.003931
0.6528	15.908333
0.5984	14.789723
0.544	13.644625
0.4896	12.413116
0.4352	11.142769
0.3808	9.828718
0.3264	8.47688
0.272	7.047138
0.2176	5.529434
0.1632	3.971543
0.1088	2.424049
0.0544	0.887752
0.0	-0.63644
-0.0544	-2.147482
-0.1088	-3.644181
-0.1632	-5.125144
-0.2176	-6.588738
-0.272	-8.033096
-0.3264	-9.453863
-0.3808	-10.822569
-0.4352	-12.141764
-0.4896	-13.388152
-0.544	-14.572765
-0.5984	-15.700742
-0.6528	-16.795651
-0.7072	-17.85839
-0.7616	-18.899789
-0.816	-19.921291
-0.8704	-20.918634
-0.9248	-21.913288
-0.9792	-22.907933
-1.0336	-23.902564
-1.088	-24.897183
-1.1424	-25.891788
-1.1968	-26.886382
-1.2512	-27.875831
-1.3056	-28.858625
-1.36	-29.142425
-1.3056	-28.547712
-1.2512	-27.494726
-1.1968	-26.434185
-1.1424	-25.376111
-1.088	-24.322051
-1.0336	-23.272162
-0.9792	-22.226622
-0.9248	-21.185615
-0.8704	-20.149338
-0.816	-19.098925
-0.7616	-18.037564
-0.7072	-16.957075
-0.6528	-15.864274
-0.5984	-14.748931
-0.544	-13.606594
-0.4896	-12.382177
-0.4352	-11.113748
-0.3808	-9.802397
-0.3264	-8.453765
-0.272	-7.024346
-0.2176	-5.507759
-0.1632	-3.951601
-0.1088	-2.405767
-0.0544	-0.871043
0.0	0.651684
0.0544	2.161379
0.1088	3.656889
0.1632	5.136849
0.2176	6.599669
0.272	8.043534
